player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,OPP_PTS_DEF_1,OPP_FGA_DEF_1,OPP_FGM_DEF_1,OPP_FG3A_DEF_1,OPP_FG3M_DEF_1,OPP_FTA_DEF_1,OPP_TOV_DEF_1,OPP_2PA_DEF_1,OPP_2PM_DEF_1,OPP_2PTS_DEF_1,OPP_PTS_RANK_DEF_1,OPP_FG3M_RANK_DEF_1,OPP_FG3A_RANK_DEF_1,OPP_FGA_RANK_DEF_1,OPP_FGM_RANK_DEF_1,OPP_2PA_RANK_DEF_1,OPP_2PM_RANK_DEF_1,OPP_2PTS_RANK_DEF_1,OPP_FTA_RANK_DEF_1,OPP_TOV_FORCED_RANK_DEF_1,OVERALL_DEF_SCORE_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,OPP_PTS_DEF_2,OPP_FGA_DEF_2,OPP_FGM_DEF_2,OPP_FG3A_DEF_2,OPP_FG3M_DEF_2,OPP_FTA_DEF_2,OPP_TOV_DEF_2,OPP_2PA_DEF_2,OPP_2PM_DEF_2,OPP_2PTS_DEF_2,OPP_PTS_RANK_DEF_2,OPP_FG3M_RANK_DEF_2,OPP_FG3A_RANK_DEF_2,OPP_FGA_RANK_DEF_2,OPP_FGM_RANK_DEF_2,OPP_2PA_RANK_DEF_2,OPP_2PM_RANK_DEF_2,OPP_2PTS_RANK_DEF_2,OPP_FTA_RANK_DEF_2,OPP_TOV_FORCED_RANK_DEF_2,OVERALL_DEF_SCORE_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player,ESPN_ATHLETE_ID,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5,min_player_avg,pts_player_avg,minutes_tier,shot_role,usage_role,opp_l10_pts,opp_l10_reb,opp_l10_ast,opp_l10_stl,opp_l10_blk,opp_last_game_pts,opp_last_game_reb,opp_last_game_ast,opp_last_game_date,opp_games_played,opp_home_avg_pts,opp_away_avg_pts,opp_last_3_avg_pts,game_total,spread,implied_team_total,blowout_risk,low_total_flag,pace_tier,odds_source,ctx_adj,days_rest,b2b_flag,home_away,rest_adj,schedule_source,h2h_last_stat,h2h_last_date,h2h_games_vs_opp,h2h_avg,h2h_over_rate,projection,edge,abs_edge,forced_over_only,bet_direction,eligible,void_reason,edge_dr,line_hit_rate,minutes_certainty,prop_weight,reliability_mult,def_adj,projection_adj,edge_adj,edge_adj_dr,def_rank_signal,prop_hr_prior,stat_last5_avg_num,stat_last10_avg_num,stat_season_avg_num,avg_vs_line,edge_z,line_hit_z,min_z,def_rank_z,avg_vs_line_z,prop_hr_z,rank_score,tier,model_dir,final_bet_direction,final_dir_reason
Christian Braun,G,DEN,SAS,0.5,Turnovers,tov,Goblin,1631128,10521843,10521843,79885,135351,2026-03-12T21:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Christian_Braun_NBA_player_3owiug7kdOVCm4MIKVE8lxi.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4431767.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,0.8,1.2,1.2,4.0,1.0,0.0,0.8,0.8,0.2,0.7,0.3,OK,33.4,OK,5.0,4.0,1.0,0.0,0.8,0.2,33.4,0.8,HIGH,HIGH_VOL,PRIMARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,1,0.5,0.5,1,OVER,1,,0.5547847360339225,0.75,1,0.94,1.06,-0.024,0.976,0.476,0.5320664927714681,-0.4482758620689655,0.484,0.8,1.2,1.2,0.8,-0.6598480635721521,0.6922781444542881,1.081280968501847,-0.79784121320285,1.808207856943343,-1.964043322207333,1.043105696807603,D,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
Tim Hardaway,G-F,DEN,SAS,0.5,Assists,ast,Goblin,896,10521851,10521851,273021,135351,2026-03-12T21:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Tim_Hardaway_Jr._NBA_player_QeaYZHBpY66x9atwRKNMewI9.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,,,,1,OVER,0,NO_PROJECTION_OR_LINE,,,0.8,1.05,1.06,-0.024,,,,-0.4482758620689655,0.593,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
Tim Hardaway,G-F,DEN,SAS,0.5,Blks+Stls,stocks,Standard,896,10521855,10521855,273021,135351,2026-03-12T21:00:00.000-04:00,,,0.5,0,https://static.prizepicks.com/images/players/NBA/Tim_Hardaway_Jr._NBA_player_QeaYZHBpY66x9atwRKNMewI9.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,,,,0,UNDER,0,NO_PROJECTION_OR_LINE,,,0.8,1.04,1,-0.024,,,,0.4482758620689655,0.453,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,UNDER,
Tim Hardaway,G-F,DEN,SAS,0.5,Blocked Shots,blk,Demon,896,10521856,10521856,273021,135351,2026-03-12T21:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Tim_Hardaway_Jr._NBA_player_QeaYZHBpY66x9atwRKNMewI9.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,,,,1,OVER,0,NO_PROJECTION_OR_LINE,,,0.8,1.02,0.75,-0.024,,,,-0.4482758620689655,0.545,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
Tim Hardaway,G-F,DEN,SAS,0.5,Steals,stl,Demon,896,10521877,10521877,273021,135351,2026-03-12T21:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Tim_Hardaway_Jr._NBA_player_QeaYZHBpY66x9atwRKNMewI9.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,,,,1,OVER,0,NO_PROJECTION_OR_LINE,,,0.8,1.08,0.75,-0.024,,,,-0.4482758620689655,0.697,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
Bruce Brown,G-F,DEN,SAS,0.5,Steals,stl,Goblin,1628971,10523139,10523139,87421,135351,2026-03-12T21:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Bruce_Brown_NBA_player_ndibEpzUeYkLy8rTnJCN5ytN.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4065670.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,0.6,1.3,1.3,2.0,3.0,0.0,0.4,0.4,0.6,0.7,0.3,OK,24.0,OK,5.0,2.0,3.0,0.0,0.4,0.6,24.0,0.6,MEDIUM,MID_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,0.95,0.45,0.45,1,OVER,1,,0.5072600225936293,0.55,0.9,1.08,1.06,-0.024,0.9271999999999999,0.4271999999999999,0.4853293518001592,-0.4482758620689655,0.697,0.6,1.3,1.3,0.6,-0.6728331340308249,-0.4376035938809146,-0.2840372239656758,-0.79784121320285,1.111887378956134,2.21511461166051,1.457052737603597,C,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
Cameron Johnson,F,DEN,SAS,0.5,Turnovers,tov,Goblin,1629661,10523672,10523672,269528,135351,2026-03-12T21:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Cameron_Johnson_NBA_player_zU7CyKjhTkwnAG8Hkfwls0w7.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3138196.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.7,0.7,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,26.6,OK,5.0,3.0,2.0,0.0,0.6,0.4,26.6,1.0,MEDIUM,MID_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,0.85,0.35,0.35,1,OVER,1,,0.4096923340133679,0.55,0.9,0.94,1.06,-0.024,0.8296,0.3296,0.3893042299858505,-0.4482758620689655,0.484,1,0.7,0.7,0.7,-0.6988032749481705,-0.4376035938809146,-0.2840372239656758,-0.79784121320285,1.460047617949738,-1.964043322207333,-0.6350283218452453,D,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
Dylan Harper,G,SAS,DEN,0.5,Steals,stl,Goblin,1642844,10524570,10524570,271607,135351,2026-03-12T21:00:00.000-04:00,SAS,,,1,https://static.prizepicks.com/images/manual/DylanHarper.png,,,,,OK,116.3,90.7,42.4,37.9,13.3,23.4,11.9,52.8,29.1,58.2,19.0,16.0,21.0,23.0,18.0,16.0,15.0,15.0,14.0,30.0,17.817204301075268,19.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5037871.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.4,0.9,0.9,2.0,3.0,0.0,0.4,0.4,0.6,0.6,0.4,OK,22.8,OK,5.0,2.0,3.0,0.0,0.4,0.6,22.8,0.4,MEDIUM,MID_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,0,True,HOME,-0.1,cache,,,,,,0.65,0.15,0.15,1,OVER,1,,0.1993781537965183,0.5,0.9,1.08,1.06,0.016,0.5954,0.09540000000000004,0.1357113336884556,0.2413793103448276,0.697,0.4,0.9,0.9,0.3,-0.7507435567828618,-0.7200740284647157,-0.2840372239656758,0.3880194304345955,0.0674066619753209,2.21511461166051,0.8022875743238472,D,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
Keldon Johnson,F-G,SAS,DEN,0.5,Turnovers,tov,Goblin,1629640,10524572,10524572,55140,135351,2026-03-12T21:00:00.000-04:00,SAS,,,1,https://static.prizepicks.com/images/players/NBA/Keldon_Johnson_NBA_player_ytnN6jT7zYkcukGvVWoYp2zk.webp,,,,,OK,116.3,90.7,42.4,37.9,13.3,23.4,11.9,52.8,29.1,58.2,19.0,16.0,21.0,23.0,18.0,16.0,15.0,15.0,14.0,30.0,17.817204301075268,19.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4395723.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.6,0.5,0.5,1.0,4.0,0.0,0.2,0.2,0.8,0.3,0.7,OK,23.2,OK,5.0,1.0,4.0,0.0,0.2,0.8,23.2,0.6,MEDIUM,MID_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,0,True,HOME,-0.1,cache,,,,,,0.5499999999999999,0.04999999999999993,0.04999999999999993,1,OVER,1,,0.0783654268831539,0.25,0.9,0.94,1.06,0.016,0.5037999999999999,0.003799999999999915,0.008766294512507714,0.2413793103448276,0.484,0.6,0.5,0.5,0.09999999999999998,-0.7767136977002075,-2.13242620138372,-0.2840372239656758,0.3880194304345955,-0.6289138160118882,-1.964043322207333,-3.207821823456706,D,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
Julian Champagnie,F,SAS,DEN,0.5,Assists,ast,Goblin,1630577,10526332,10526332,125266,135351,2026-03-12T21:00:00.000-04:00,SAS,,1.5,1,https://static.prizepicks.com/images/players/NBA/Julian_Champagnie_NBA_player_wWXts7QJavucRoRUsMbfxn9.webp,,,,,OK,116.3,90.7,42.4,37.9,13.3,23.4,11.9,52.8,29.1,58.2,19.0,16.0,21.0,23.0,18.0,16.0,15.0,15.0,14.0,30.0,17.817204301075268,19.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4592479.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,1.6,2.0,2.0,4.0,1.0,0.0,0.8,0.8,0.2,0.9,0.1,OK,27.6,OK,5.0,4.0,1.0,0.0,0.8,0.2,27.6,1.6,MEDIUM,MID_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,0,True,HOME,-0.1,cache,,,,,,1.8,1.3,1.3,1,OVER,1,,1.249832603063641,0.8500000000000001,0.9,1.05,1.06,0.016,1.6488,1.1488,1.125143104329438,0.2413793103448276,0.593,1.6,2,2,1,-0.4520869362333871,1.25721901362189,-0.2840372239656758,0.3880194304345955,2.504528334930552,0.1745867941851317,4.485505403525673,A,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
Cameron Johnson,F,DEN,SAS,0.5,Offensive Rebounds,offensiverebounds,Standard,1629661,10531605,10531605,269528,135351,2026-03-12T21:00:00.000-04:00,,,0.5,0,https://static.prizepicks.com/images/players/NBA/Cameron_Johnson_NBA_player_zU7CyKjhTkwnAG8Hkfwls0w7.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3138196.0,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,,,,0,UNDER,0,NO_PROJECTION_OR_LINE,,,0.8,0.93,1,-0.024,,,,0.4482758620689655,0.455,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,UNDER,
Devin Vassell,G-F,SAS,DEN,0.5,Offensive Rebounds,offensiverebounds,Standard,1630170,10531608,10531608,56347,135351,2026-03-12T21:00:00.000-04:00,SAS,,0.5,0,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,,,,,OK,116.3,90.7,42.4,37.9,13.3,23.4,11.9,52.8,29.1,58.2,19.0,16.0,21.0,23.0,18.0,16.0,15.0,15.0,14.0,30.0,17.817204301075268,19.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4395630.0,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,0,True,HOME,-0.1,cache,,,,,,,,,0,UNDER,0,NO_PROJECTION_OR_LINE,,,0.8,0.93,1,0.016,,,,-0.2413793103448276,0.455,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,UNDER,
Julian Champagnie,F,SAS,DEN,0.5,Offensive Rebounds,offensiverebounds,Standard,1630577,10531609,10531609,125266,135351,2026-03-12T21:00:00.000-04:00,SAS,,0.5,0,https://static.prizepicks.com/images/players/NBA/Julian_Champagnie_NBA_player_wWXts7QJavucRoRUsMbfxn9.webp,,,,,OK,116.3,90.7,42.4,37.9,13.3,23.4,11.9,52.8,29.1,58.2,19.0,16.0,21.0,23.0,18.0,16.0,15.0,15.0,14.0,30.0,17.817204301075268,19.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4592479.0,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,0,True,HOME,-0.1,cache,,,,,,,,,0,UNDER,0,NO_PROJECTION_OR_LINE,,,0.8,0.93,1,0.016,,,,-0.2413793103448276,0.455,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,UNDER,
Bruce Brown,G-F,DEN,SAS,0.5,Turnovers,tov,Goblin,1628971,10534229,10534229,87421,135351,2026-03-12T21:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Bruce_Brown_NBA_player_ndibEpzUeYkLy8rTnJCN5ytN.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4065670.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.6,1.6,4.0,1.0,0.0,0.8,0.8,0.2,0.9,0.1,OK,24.0,OK,5.0,4.0,1.0,0.0,0.8,0.2,24.0,1.0,MEDIUM,MID_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,1.3,0.8,0.8,1,OVER,1,,0.8272304056273321,0.8500000000000001,0.9,0.94,1.06,-0.024,1.2688,0.7687999999999999,0.7997262813865091,-0.4482758620689655,0.484,1,1.6,1.6,1,-0.5819376408201151,1.25721901362189,-0.2840372239656758,-0.79784121320285,2.504528334930552,-1.964043322207333,1.928528029366217,B,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
Aaron Gordon,F,DEN,SAS,0.5,Assists - 1st 3 Minutes,assists1st3minutes,Demon,203932,10540884,10540884,37691,135351,2026-03-12T21:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Aaron_Gordon_NBA_player_QSzag3QlHwJu93obuTGlac0G.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3064290.0,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,,,,1,OVER,0,NO_PROJECTION_OR_LINE,,,0.8,0.93,0.75,-0.024,,,,-0.4482758620689655,0.545,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
Cameron Johnson,F,DEN,SAS,0.5,Assists - 1st 3 Minutes,assists1st3minutes,Demon,1629661,10540887,10540887,269528,135351,2026-03-12T21:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Cameron_Johnson_NBA_player_zU7CyKjhTkwnAG8Hkfwls0w7.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3138196.0,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,,,,1,OVER,0,NO_PROJECTION_OR_LINE,,,0.8,0.93,0.75,-0.024,,,,-0.4482758620689655,0.545,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
Cameron Johnson,F,DEN,SAS,0.5,Rebounds - 1st 3 Minutes,rebounds1st3minutes,Demon,1629661,10540890,10540890,269528,135351,2026-03-12T21:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Cameron_Johnson_NBA_player_zU7CyKjhTkwnAG8Hkfwls0w7.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3138196.0,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,,,,1,OVER,0,NO_PROJECTION_OR_LINE,,,0.8,0.93,0.75,-0.024,,,,-0.4482758620689655,0.545,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
Christian Braun,G,DEN,SAS,0.5,Assists - 1st 3 Minutes,assists1st3minutes,Demon,1631128,10540891,10540891,79885,135351,2026-03-12T21:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Christian_Braun_NBA_player_3owiug7kdOVCm4MIKVE8lxi.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4431767.0,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,,,,1,OVER,0,NO_PROJECTION_OR_LINE,,,0.8,0.93,0.75,-0.024,,,,-0.4482758620689655,0.545,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
Christian Braun,G,DEN,SAS,0.5,Rebounds - 1st 3 Minutes,rebounds1st3minutes,Demon,1631128,10540893,10540893,79885,135351,2026-03-12T21:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Christian_Braun_NBA_player_3owiug7kdOVCm4MIKVE8lxi.webp,,,,,OK,112.2,90.4,41.2,36.4,13.2,21.1,13.5,54.00000000000001,28.000000000000004,56.00000000000001,7.0,15.0,13.0,21.0,10.0,24.0,11.0,11.0,2.0,23.0,10.225806451612902,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4431767.0,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,99,False,UNKNOWN,0,cache,,,,,,,,,1,OVER,0,NO_PROJECTION_OR_LINE,,,0.8,0.93,0.75,-0.024,,,,-0.4482758620689655,0.545,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
