player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,OPP_PTS_DEF_1,OPP_FGA_DEF_1,OPP_FGM_DEF_1,OPP_FG3A_DEF_1,OPP_FG3M_DEF_1,OPP_FTA_DEF_1,OPP_TOV_DEF_1,OPP_2PA_DEF_1,OPP_2PM_DEF_1,OPP_2PTS_DEF_1,OPP_PTS_RANK_DEF_1,OPP_FG3M_RANK_DEF_1,OPP_FG3A_RANK_DEF_1,OPP_FGA_RANK_DEF_1,OPP_FGM_RANK_DEF_1,OPP_2PA_RANK_DEF_1,OPP_2PM_RANK_DEF_1,OPP_2PTS_RANK_DEF_1,OPP_FTA_RANK_DEF_1,OPP_TOV_FORCED_RANK_DEF_1,OVERALL_DEF_SCORE_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,OPP_PTS_DEF_2,OPP_FGA_DEF_2,OPP_FGM_DEF_2,OPP_FG3A_DEF_2,OPP_FG3M_DEF_2,OPP_FTA_DEF_2,OPP_TOV_DEF_2,OPP_2PA_DEF_2,OPP_2PM_DEF_2,OPP_2PTS_DEF_2,OPP_PTS_RANK_DEF_2,OPP_FG3M_RANK_DEF_2,OPP_FG3A_RANK_DEF_2,OPP_FGA_RANK_DEF_2,OPP_FGM_RANK_DEF_2,OPP_2PA_RANK_DEF_2,OPP_2PM_RANK_DEF_2,OPP_2PTS_RANK_DEF_2,OPP_FTA_RANK_DEF_2,OPP_TOV_FORCED_RANK_DEF_2,OVERALL_DEF_SCORE_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player,ESPN_ATHLETE_ID,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5
Jaylen Wells,F,MEM,DAL,18.5,Pts+Asts,pa,Standard,1642377,10512350,10512350,217923,135141,2026-03-12T20:00:00.000-04:00,,,18.5,0,https://static.prizepicks.com/images/players/NBA/Jaylen_Wells_NBA_player_ykKs80ZbdeMuQ8GF984atz.webp,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5112087.0,11.0,19.0,9.0,26.0,19.0,19.0,15.0,11.0,14.0,27.0,16.8,17.0,17.0,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,26.6,OK,5.0,3.0,2.0,0.0,0.6,0.4
GG Jackson,F,MEM,DAL,18.5,Points,pts,Standard,1641713,10516591,10516591,179274,135141,2026-03-12T20:00:00.000-04:00,,,18.5,0,https://static.prizepicks.com/images/players/NBA/GG_Jackson_NBA_player_m9I0dlZ2fkbYvHgmRJnM2Xs0.webp,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5105550.0,15.0,18.0,14.0,20.0,12.0,11.0,12.0,24.0,16.0,28.0,15.8,17.0,17.0,1.0,4.0,0.0,0.2,0.2,0.8,0.3,0.7,OK,26.0,OK,5.0,1.0,4.0,0.0,0.2,0.8
Naji Marshall,F,DAL,MEM,18.5,Pts+Rebs,pr,Goblin,1630230,10524195,10524195,217481,135141,2026-03-12T20:00:00.000-04:00,,,20.5,1,https://static.prizepicks.com/images/players/NBA/Naji_Marshall_NBA_player_fXfS1o8Z1C1Qk61WKUOmxoB.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278594.0,16.0,8.0,14.0,10.0,6.0,46.0,26.0,19.0,20.0,21.0,10.8,18.6,18.6,0.0,5.0,0.0,0.0,0.0,1.0,0.5,0.5,OK,25.2,OK,5.0,0.0,5.0,0.0,0.0,1.0
Marvin Bagley,F,DAL,MEM,18.5,Pts+Rebs,pr,Demon,1628963,10538420,10538420,299371,135141,2026-03-12T20:00:00.000-04:00,,,17.5,1,https://static.prizepicks.com/images/manual/Marvin_BagleyDAL.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,
Khris Middleton,F,DAL,MEM,18.5,Pts+Asts,pa,Demon,203114,10540867,10540867,300072,135141,2026-03-12T20:00:00.000-04:00,,,13.5,2,https://static.prizepicks.com/images/manual/Khris_Middleton.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6609.0,18.0,7.0,10.0,26.0,12.0,7.0,13.0,21.0,7.0,32.0,14.6,15.3,15.3,1.0,4.0,0.0,0.2,0.2,0.8,0.3,0.7,OK,25.6,OK,5.0,1.0,4.0,0.0,0.2,0.8
Khris Middleton,F,DAL,MEM,18.5,Pts+Rebs,pr,Demon,203114,10540868,10540868,300072,135141,2026-03-12T20:00:00.000-04:00,,,14.5,2,https://static.prizepicks.com/images/manual/Khris_Middleton.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6609.0,17.0,8.0,12.0,21.0,17.0,6.0,11.0,22.0,11.0,32.0,15.0,15.7,15.7,1.0,4.0,0.0,0.2,0.2,0.8,0.3,0.7,OK,25.6,OK,5.0,1.0,4.0,0.0,0.2,0.8
Daniel Gafford,F-C,DAL,MEM,18.0,Pts+Rebs,pr,Standard,1629655,10511305,10511305,187518,135141,2026-03-12T20:00:00.000-04:00,,,18.0,0,https://static.prizepicks.com/images/players/NBA/Daniel_Gafford_NBA_player_mgmwLqMeQgVyvCqJs5nn2U5O.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278049.0,24.0,32.0,25.0,16.0,15.0,19.0,13.0,14.0,13.0,8.0,22.4,17.9,17.9,3.0,2.0,0.0,0.6,0.6,0.4,0.4,0.6,OK,23.4,OK,5.0,3.0,2.0,0.0,0.6,0.4
Khris Middleton,F,DAL,MEM,17.5,Pts+Rebs+Asts,pra,Standard,203114,10511334,10511334,300072,135141,2026-03-12T20:00:00.000-04:00,,,17.5,0,https://static.prizepicks.com/images/manual/Khris_Middleton.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6609.0,19.0,9.0,15.0,28.0,20.0,9.0,14.0,26.0,12.0,39.0,18.2,19.1,19.1,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,25.6,OK,5.0,3.0,2.0,0.0,0.6,0.4
Cam Spencer,G,MEM,DAL,17.5,Points,pts,Demon,1642285,10512259,10512259,217457,135141,2026-03-12T20:00:00.000-04:00,,,12.5,2,https://static.prizepicks.com/images/players/NBA/Cam_Spencer_NBA_player_QnCVbnjMqWwM9hsxbCI6KeUl.webp,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4433083.0,12.0,6.0,12.0,12.0,10.0,10.0,25.0,5.0,7.0,0.0,10.4,9.9,9.9,0.0,5.0,0.0,0.0,0.0,1.0,0.1,0.9,OK,23.6,OK,5.0,0.0,5.0,0.0,0.0,1.0
Naji Marshall,F,DAL,MEM,17.5,Points,pts,Demon,1630230,10512444,10512444,217481,135141,2026-03-12T20:00:00.000-04:00,,,15.5,1,https://static.prizepicks.com/images/players/NBA/Naji_Marshall_NBA_player_fXfS1o8Z1C1Qk61WKUOmxoB.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278594.0,14.0,8.0,13.0,6.0,4.0,36.0,21.0,17.0,15.0,19.0,9.0,15.3,15.3,0.0,5.0,0.0,0.0,0.0,1.0,0.3,0.7,OK,25.2,OK,5.0,0.0,5.0,0.0,0.0,1.0
Olivier-Maxence Prosper,F,MEM,DAL,17.5,Points,pts,Demon,1641765,10512473,10512473,288047,135141,2026-03-12T20:00:00.000-04:00,,,15.5,1,https://static.prizepicks.com/images/players/NBA/Olivier-Maxence_Prosper_NBA_player_8K3bP8Ie9lvYLAxpixt8u05g.webp,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4595400.0,11.0,15.0,11.0,17.0,2.0,17.0,16.0,3.0,17.0,9.0,11.2,11.8,11.8,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,26.4,OK,5.0,0.0,5.0,0.0,0.0,1.0
Olivier-Maxence Prosper,F,MEM,DAL,17.5,Pts+Asts,pa,Standard,1641765,10512474,10512474,288047,135141,2026-03-12T20:00:00.000-04:00,,,17.5,0,https://static.prizepicks.com/images/players/NBA/Olivier-Maxence_Prosper_NBA_player_8K3bP8Ie9lvYLAxpixt8u05g.webp,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4595400.0,11.0,16.0,13.0,18.0,5.0,20.0,17.0,5.0,18.0,13.0,12.6,13.6,13.6,1.0,4.0,0.0,0.2,0.2,0.8,0.3,0.7,OK,26.4,OK,5.0,1.0,4.0,0.0,0.2,0.8
P.J. Washington,F,DAL,MEM,17.5,Points,pts,Demon,1629023,10512507,10512507,187519,135141,2026-03-12T20:00:00.000-04:00,,,13.5,2,https://static.prizepicks.com/images/players/NBA/PJ_Washington_NBA_player_FqGVXP3NXbX3MrRpnctV9nLp.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278078.0,7.0,9.0,5.0,18.0,13.0,13.0,23.0,12.0,18.0,13.0,10.4,13.1,13.1,1.0,4.0,0.0,0.2,0.2,0.8,0.3,0.7,OK,30.0,OK,5.0,1.0,4.0,0.0,0.2,0.8
Max Christie,G,DAL,MEM,17.5,Pts+Rebs+Asts,pra,Goblin,1631108,10513323,10513323,226910,135141,2026-03-12T20:00:00.000-04:00,,,18.5,1,https://static.prizepicks.com/images/players/NBA/Max_Christie_NBA_player_xSeziRfwQRmXonw4SMHbKCTi.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4432582.0,10.0,6.0,18.0,12.0,17.0,21.0,18.0,10.0,20.0,22.0,12.6,15.4,15.4,1.0,4.0,0.0,0.2,0.2,0.8,0.5,0.5,OK,28.2,OK,5.0,1.0,4.0,0.0,0.2,0.8
Cooper Flagg,F,DAL,MEM,17.5,Points,pts,Goblin,1642843,10516569,10516569,269519,135141,2026-03-12T20:00:00.000-04:00,,,22.5,3,https://static.prizepicks.com/images/manual/Cooper_Flagg.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5041939.0,14.0,17.0,16.0,18.0,27.0,,,,,,18.4,18.4,18.4,2.0,3.0,0.0,0.4,0.4,0.6,0.4,0.6,OK,30.8,OK,5.0,2.0,3.0,0.0,0.4,0.6
GG Jackson,F,MEM,DAL,17.5,Points,pts,Goblin,1641713,10516590,10516590,179274,135141,2026-03-12T20:00:00.000-04:00,,,18.5,1,https://static.prizepicks.com/images/players/NBA/GG_Jackson_NBA_player_m9I0dlZ2fkbYvHgmRJnM2Xs0.webp,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5105550.0,15.0,18.0,14.0,20.0,12.0,11.0,12.0,24.0,16.0,28.0,15.8,17.0,17.0,2.0,3.0,0.0,0.4,0.4,0.6,0.4,0.6,OK,26.0,OK,5.0,2.0,3.0,0.0,0.4,0.6
Marvin Bagley,F,DAL,MEM,17.5,Pts+Rebs,pr,Standard,1628963,10523667,10523667,299371,135141,2026-03-12T20:00:00.000-04:00,,,17.5,0,https://static.prizepicks.com/images/manual/Marvin_BagleyDAL.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,
Brandon Williams,G,DAL,MEM,17.5,Points,pts,Demon,1630314,10524179,10524179,184045,135141,2026-03-12T20:00:00.000-04:00,,,12.5,2,https://static.prizepicks.com/images/players/NBA/Brandon_Williams_NBA_player_yAq47XxLz2AFu9yhFNxiTddM.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397040.0,13.0,16.0,11.0,18.0,14.0,16.0,16.0,19.0,15.0,13.0,14.4,15.1,15.1,1.0,4.0,0.0,0.2,0.2,0.8,0.2,0.8,OK,21.4,OK,5.0,1.0,4.0,0.0,0.2,0.8
Marvin Bagley,F,DAL,MEM,17.5,Points,pts,Demon,1628963,10524190,10524190,299371,135141,2026-03-12T20:00:00.000-04:00,,,10.5,3,https://static.prizepicks.com/images/manual/Marvin_BagleyDAL.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,
Naji Marshall,F,DAL,MEM,17.5,Pts+Asts,pa,Goblin,1630230,10524522,10524522,217481,135141,2026-03-12T20:00:00.000-04:00,,,19.5,1,https://static.prizepicks.com/images/players/NBA/Naji_Marshall_NBA_player_fXfS1o8Z1C1Qk61WKUOmxoB.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278594.0,18.0,9.0,16.0,11.0,6.0,42.0,28.0,19.0,18.0,23.0,12.0,19.0,19.0,1.0,4.0,0.0,0.2,0.2,0.8,0.6,0.4,OK,25.2,OK,5.0,1.0,4.0,0.0,0.2,0.8
Brandon Williams,G,DAL,MEM,17.5,Pts+Rebs+Asts,pra,Goblin,1630314,10534181,10534181,184045,135141,2026-03-12T20:00:00.000-04:00,,,19.5,1,https://static.prizepicks.com/images/players/NBA/Brandon_Williams_NBA_player_yAq47XxLz2AFu9yhFNxiTddM.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397040.0,20.0,17.0,22.0,23.0,20.0,28.0,23.0,30.0,23.0,18.0,20.4,22.4,22.4,4.0,1.0,0.0,0.8,0.8,0.2,0.9,0.1,OK,21.4,OK,5.0,4.0,1.0,0.0,0.8,0.2
Marvin Bagley,F,DAL,MEM,17.5,Pts+Rebs+Asts,pra,Goblin,1628963,10534817,10534817,299371,135141,2026-03-12T20:00:00.000-04:00,,,19.5,1,https://static.prizepicks.com/images/manual/Marvin_BagleyDAL.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,
Brandon Williams,G,DAL,MEM,17.5,Pts+Asts,pa,Demon,1630314,10536452,10536452,184045,135141,2026-03-12T20:00:00.000-04:00,,,16.5,1,https://static.prizepicks.com/images/players/NBA/Brandon_Williams_NBA_player_yAq47XxLz2AFu9yhFNxiTddM.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397040.0,18.0,17.0,15.0,19.0,17.0,20.0,20.0,29.0,22.0,17.0,17.2,19.4,19.4,2.0,3.0,0.0,0.4,0.4,0.6,0.6,0.4,OK,21.4,OK,5.0,2.0,3.0,0.0,0.4,0.6
Khris Middleton,F,DAL,MEM,17.5,Pts+Asts,pa,Demon,203114,10540866,10540866,300072,135141,2026-03-12T20:00:00.000-04:00,,,13.5,1,https://static.prizepicks.com/images/manual/Khris_Middleton.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6609.0,18.0,7.0,10.0,26.0,12.0,7.0,13.0,21.0,7.0,32.0,14.6,15.3,15.3,2.0,3.0,0.0,0.4,0.4,0.6,0.4,0.6,OK,25.6,OK,5.0,2.0,3.0,0.0,0.4,0.6
Olivier-Maxence Prosper,F,MEM,DAL,17.5,Pts+Rebs,pr,Goblin,1641765,10540876,10540876,288047,135141,2026-03-12T20:00:00.000-04:00,,,21.5,1,https://static.prizepicks.com/images/players/NBA/Olivier-Maxence_Prosper_NBA_player_8K3bP8Ie9lvYLAxpixt8u05g.webp,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4595400.0,17.0,19.0,13.0,26.0,4.0,19.0,26.0,5.0,20.0,12.0,15.8,16.1,16.1,2.0,3.0,0.0,0.4,0.4,0.6,0.5,0.5,OK,26.4,OK,5.0,2.0,3.0,0.0,0.4,0.6
P.J. Washington,F,DAL,MEM,17.5,Pts+Rebs,pr,Goblin,1629023,10540879,10540879,187519,135141,2026-03-12T20:00:00.000-04:00,,,20.5,2,https://static.prizepicks.com/images/players/NBA/PJ_Washington_NBA_player_FqGVXP3NXbX3MrRpnctV9nLp.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278078.0,13.0,16.0,10.0,23.0,15.0,17.0,32.0,24.0,22.0,18.0,15.4,19.0,19.0,1.0,4.0,0.0,0.2,0.2,0.8,0.5,0.5,OK,30.0,OK,5.0,1.0,4.0,0.0,0.2,0.8
Taylor Hendricks,F,MEM,DAL,17.0,Pts+Rebs,pr,Standard,1641707,10510755,10510755,299289,135141,2026-03-12T20:00:00.000-04:00,,,17.0,0,https://static.prizepicks.com/images/manual/Taylor Hendricks .png,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4684806.0,13.0,22.0,9.0,24.0,19.0,20.0,15.0,6.0,18.0,12.0,17.4,15.8,15.8,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,24.6,OK,5.0,3.0,2.0,0.0,0.6,0.4
Jaylen Wells,F,MEM,DAL,16.5,Points,pts,Standard,1642377,10510748,10510748,217923,135141,2026-03-12T20:00:00.000-04:00,,,16.5,0,https://static.prizepicks.com/images/players/NBA/Jaylen_Wells_NBA_player_ykKs80ZbdeMuQ8GF984atz.webp,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5112087.0,11.0,17.0,8.0,24.0,19.0,18.0,12.0,8.0,12.0,25.0,15.8,15.4,15.4,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,26.6,OK,5.0,3.0,2.0,0.0,0.6,0.4
Cam Spencer,G,MEM,DAL,16.5,Pts+Rebs,pr,Standard,1642285,10511025,10511025,217457,135141,2026-03-12T20:00:00.000-04:00,,,16.5,0,https://static.prizepicks.com/images/players/NBA/Cam_Spencer_NBA_player_QnCVbnjMqWwM9hsxbCI6KeUl.webp,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4433083.0,13.0,8.0,15.0,19.0,12.0,13.0,27.0,6.0,10.0,2.0,13.4,12.5,12.5,1.0,4.0,0.0,0.2,0.2,0.8,0.2,0.8,OK,23.6,OK,5.0,1.0,4.0,0.0,0.2,0.8
Max Christie,G,DAL,MEM,16.5,Pts+Rebs,pr,Standard,1631108,10511039,10511039,226910,135141,2026-03-12T20:00:00.000-04:00,,,16.5,0,https://static.prizepicks.com/images/players/NBA/Max_Christie_NBA_player_xSeziRfwQRmXonw4SMHbKCTi.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4432582.0,9.0,5.0,16.0,9.0,16.0,21.0,16.0,10.0,20.0,18.0,11.0,14.0,14.0,0.0,5.0,0.0,0.0,0.0,1.0,0.3,0.7,OK,28.2,OK,5.0,0.0,5.0,0.0,0.0,1.0
Khris Middleton,F,DAL,MEM,16.5,Points,pts,Demon,203114,10512382,10512382,300072,135141,2026-03-12T20:00:00.000-04:00,,,10.5,3,https://static.prizepicks.com/images/manual/Khris_Middleton.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6609.0,16.0,6.0,7.0,19.0,9.0,4.0,10.0,17.0,6.0,25.0,11.4,11.9,11.9,1.0,4.0,0.0,0.2,0.2,0.8,0.3,0.7,OK,25.6,OK,5.0,1.0,4.0,0.0,0.2,0.8
